PERIOD,EnergyCostReal_per_MWh,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,SystemDemand_MWh
2020,50.01456384978701,3360369321.4766784,1187992587.126482,23752933.05954804
2023,77.81067474732679,2195428816.4649777,1253745669.408365,16112772.103308845
2025,30.838546829161263,5009308315.153648,1268020207.9667068,41118027.22064884
2030,28.470356636072037,4087114809.771792,1199365005.7957137,42126799.50331617
2035,28.583771194782905,3602032925.8786635,1225373086.6753983,42869538.743685886
2040,28.019692004534186,3125640855.0476894,1232667249.9124446,43992890.77527949
2045,25.476128741326615,2507688767.4391713,1146480152.7894905,45002133.739797935
2050,23.848147028317765,2077675833.2263436,1101176204.319151,46174497.457248665
