load_zone,period,Battery,Biodiesel,Biodiesel/Coal/Diesel/LNG/LSFO,Biodiesel/Diesel/LNG,Biodiesel/Diesel/LNG/LSFO,MSW,SUN,WND,hydro,fuel cells
Oahu,2020,38.097,8.0,180.0,264.64,1214.7,73.0,859.699999999999,99.0,0.0,0
Oahu,2023,490.39300000000003,8.0,0.0,264.64,1121.5,73.0,1196.2129999999993,123.0,0.0,0
Oahu,2025,670.667,8.0,0.0,264.64,1272.086,73.0,1570.621999999999,123.0,0.0,0
Oahu,2030,704.054,8.0,0.0,264.64,1164.086,73.0,2506.942001203896,323.0,150.0,0
Oahu,2035,748.943,8.0,0.0,264.64,830.886,73.0,3009.182424447653,323.0,150.0,0
Oahu,2040,817.5175344434206,8.0,0.0,264.64,659.486,73.0,3409.516257945177,323.0,150.0,0
Oahu,2045,1136.8746037209194,8.0,0.0,264.64,358.586,73.0,4644.236654370753,323.0,150.0,0
Oahu,2050,1194.0270795575489,8.0,0.0,232.58639200000002,358.586,73.0,5040.643178309711,323.0,150.0,0
