ShiftDemand_index_1,ShiftDemand_index_2,ShiftDemand
Oahu,2007011200,84.99971861722766
Oahu,2007011202,113.28934588692591
Oahu,2007011204,76.46647747481086
Oahu,2007011206,-91.35621342871357
Oahu,2007011208,-36.473208190958815
Oahu,2007011210,38.896448610735774
Oahu,2007011212,98.6917789842006
Oahu,2007011214,84.10779567726658
Oahu,2007011216,-96.80073049603396
Oahu,2007011218,-107.083723695232
Oahu,2007011220,-96.24485647544371
Oahu,2007011222,-68.49283296478531
Oahu,2007011900,110.38511274628128
Oahu,2007011902,110.3851127462813
Oahu,2007011904,34.20214139138005
Oahu,2007011906,-88.55252397542431
Oahu,2007011908,-81.79860821497405
Oahu,2007011910,53.059748044448085
Oahu,2007011912,131.74626866597254
Oahu,2007011914,83.40605220036196
Oahu,2007011916,-99.73939979401871
Oahu,2007011918,-105.18361739908
Oahu,2007011920,-94.88483474064361
Oahu,2007011922,-53.02545167058451
Oahu,2007021200,10.408542684367731
Oahu,2007021202,27.95107004080895
Oahu,2007021204,-20.247989823059182
Oahu,2007021206,-84.3258201329515
Oahu,2007021208,-22.374882510337795
Oahu,2007021210,116.34077372915318
Oahu,2007021212,155.4511820610644
Oahu,2007021214,155.45118206106437
Oahu,2007021216,-61.54111708426491
Oahu,2007021218,-106.990783713355
Oahu,2007021220,-95.63868126031261
Oahu,2007021222,-74.48347605217761
Oahu,2007050200,-45.64257305140417
Oahu,2007050202,-46.51017072064778
Oahu,2007050204,-46.51017072064778
Oahu,2007050206,-89.24337784070991
Oahu,2007050208,57.550519992141844
Oahu,2007050210,198.54727783443815
Oahu,2007050212,198.54727783443815
Oahu,2007050214,163.38745223722165
Oahu,2007050216,-104.65489216884701
Oahu,2007050218,-106.21215319851899
Oahu,2007050220,-99.9593577511276
Oahu,2007050222,-79.29983244633661
Oahu,2007092200,-58.115409143290805
Oahu,2007092202,-33.46105318005686
Oahu,2007092204,-33.461053180056865
Oahu,2007092206,-79.5032677400007
Oahu,2007092208,5.951815995707237
Oahu,2007092210,183.81683029644336
Oahu,2007092212,203.30156762385064
Oahu,2007092214,148.24209873782007
Oahu,2007092216,-47.85417801972707
Oahu,2007092218,-106.505430474664
Oahu,2007092220,-97.481990900873
Oahu,2007092222,-84.92993001515201
Oahu,2007102700,65.97994154499366
Oahu,2007102702,82.1143444100906
Oahu,2007102704,-14.457888010914234
Oahu,2007102706,-78.66164457078116
Oahu,2007102708,55.4170299563539
Oahu,2007102710,100.52213491321162
Oahu,2007102712,100.5221349132116
Oahu,2007102714,40.351585072482095
Oahu,2007102716,-99.89016909795251
Oahu,2007102718,-104.744734151328
Oahu,2007102720,-96.14158982891371
Oahu,2007102722,-51.011145150453764
Oahu,2007121500,14.06138949006517
Oahu,2007121502,59.2813030874324
Oahu,2007121504,53.15538377510011
Oahu,2007121506,-66.63679662313697
Oahu,2007121508,-72.04965131895743
Oahu,2007121510,-19.58108209662747
Oahu,2007121512,160.22792445804558
Oahu,2007121514,160.22792445804558
Oahu,2007121516,-15.42736545262078
Oahu,2007121518,-101.03642887443601
Oahu,2007121520,-92.84118780581488
Oahu,2007121522,-79.3814130970953
Oahu,2008022000,67.98911308897128
Oahu,2008022002,67.98911308897128
Oahu,2008022004,9.049596395496032
Oahu,2008022006,-87.53476362860181
Oahu,2008022008,-43.38350544527003
Oahu,2008022010,161.11431203014882
Oahu,2008022012,161.11431203014882
Oahu,2008022014,33.65009776515142
Oahu,2008022016,-105.251191723746
Oahu,2008022018,-110.05379266872201
Oahu,2008022020,-98.0644501131426
Oahu,2008022022,-56.61884081940527
Oahu,2008041000,51.754978221218664
Oahu,2008041002,82.91170648631243
Oahu,2008041004,82.91170648631245
Oahu,2008041006,-88.41956616982667
Oahu,2008041008,-57.912924493079274
Oahu,2008041010,14.138672073951756
Oahu,2008041012,124.17506432370166
Oahu,2008041014,37.84625877307134
Oahu,2008041016,4.794897969873493
Oahu,2008041018,-109.51111377677101
Oahu,2008041020,-100.31989222732
Oahu,2008041022,-42.369787667444804
Oahu,2008061700,74.7032782307556
Oahu,2008061702,74.70327823075559
Oahu,2008061704,56.79012129364403
Oahu,2008061706,-84.97488772739595
Oahu,2008061708,29.16376114682505
Oahu,2008061710,123.55141791842907
Oahu,2008061712,93.9418158998197
Oahu,2008061714,-15.139415003698407
Oahu,2008061716,-61.888886975717135
Oahu,2008061718,-107.38866016576002
Oahu,2008061720,-104.170123891559
Oahu,2008061722,-79.2916989560985
Oahu,2008081800,84.78100097777372
Oahu,2008081802,85.02704574594259
Oahu,2008081804,47.53367492202005
Oahu,2008081806,-93.21465969930141
Oahu,2008081808,11.750063960606662
Oahu,2008081810,23.920197876832383
Oahu,2008081812,142.21753390988033
Oahu,2008081814,95.0048321235655
Oahu,2008081816,-99.19144461826748
Oahu,2008081818,-111.516666203547
Oahu,2008081820,-107.51199627756701
Oahu,2008081822,-78.79958271793832
Oahu,2008091000,61.55884445942306
Oahu,2008091002,68.51489193564026
Oahu,2008091004,41.08859868191503
Oahu,2008091006,-92.64409612120241
Oahu,2008091008,36.05523809343703
Oahu,2008091010,108.97500228272335
Oahu,2008091012,108.97500228272335
Oahu,2008091014,79.13669795706221
Oahu,2008091016,-112.23201565202902
Oahu,2008091018,-113.64662723006
Oahu,2008091020,-104.25592292585901
Oahu,2008091022,-81.5256137637738
Oahu,2008112200,103.25839485412769
Oahu,2008112202,113.40880221676741
Oahu,2008112204,46.770946194482676
Oahu,2008112206,-71.2887164837838
Oahu,2008112208,-88.608324045288
Oahu,2008112210,-14.926157280838627
