scenario,max_demand_response_share,total_cost,cost_per_kwh,cost_per_kwh_2020,cost_per_kwh_2023,cost_per_kwh_2025,cost_per_kwh_2030,cost_per_kwh_2035,cost_per_kwh_2040,cost_per_kwh_2045,cost_per_kwh_2050,renewable_share_all_years,renewable_share_2020,renewable_share_2023,renewable_share_2025,renewable_share_2030,renewable_share_2035,renewable_share_2040,renewable_share_2045,renewable_share_2050,biofuel_share_all_years,biofuel_share_2020,biofuel_share_2023,biofuel_share_2025,biofuel_share_2030,biofuel_share_2035,biofuel_share_2040,biofuel_share_2045,biofuel_share_2050
,0.1,25965259644.458965,0.1367074776929185,0.14957808484534382,0.15477422744764682,0.15300657038139662,0.1399420260479621,0.13827486319061638,0.13223133716275715,0.11549900932945775,0.10420462458357088,0.7565025111176074,0.30000000000000054,0.370047226842596,0.4640739181907715,0.7302768876798724,0.7922092517979363,0.824774999656549,0.9999999999999981,0.9999999999999988,0.01622285808294306,0.028458482601719057,4.585585027934571e-05,0.0,0.0,8.279282036760359e-05,8.724569478271152e-05,0.0449575976823075,0.041646221236716664
