load_zone,period,Battery,Biodiesel,Biodiesel/Coal/Diesel/LNG/LSFO,Biodiesel/Diesel/LNG,Biodiesel/Diesel/LNG/LSFO,MSW,SUN,WND,hydro,fuel cells
Oahu,2020,38.097,8.0,180.0,48.84,1013.5,73.0,859.699999999999,99.0,0.0,0
Oahu,2023,490.39300000000003,8.0,0.0,48.84,1013.5,73.0,1196.2129999999993,123.0,0.0,0
Oahu,2025,670.667,8.0,0.0,48.84,1013.5,73.0,1570.621999999999,123.0,0.0,0
Oahu,2030,704.054,8.0,0.0,48.84,927.4,73.0,2857.3978619479144,323.0,150.0,0
Oahu,2035,748.943,8.0,0.0,211.74,680.3,73.0,3135.1890430752014,323.0,150.0,0
Oahu,2040,830.1294195738585,8.0,0.0,264.64,508.9,73.0,3457.796192691865,323.0,150.0,0
Oahu,2045,1136.4489491282532,8.0,0.0,264.64,208.0,73.0,4874.211349638668,601.9039008335513,150.0,0
Oahu,2050,1170.5456418413812,8.0,0.0,215.8,208.0,73.0,4874.211349638668,1293.531248650081,150.0,0
