load_zone,period,AES,Airport_DSG,Battery_Bulk,CIP_CT,CentralTrackingPV,DistBattery,FlatDistPV,H-Power,Hawaii_Cogen,IC_Schofield,Kahe_1,Kahe_2,Kahe_3,Kahe_4,Kahe_5,Kahe_6,Kalaeloa_CC1,Kalaeloa_CC2,Kalaeloa_CC3,OffshoreWind,OnshoreWind,SlopedDistPV,Tesoro_Hawaii,Waiau_10,Waiau_3,Waiau_4,Waiau_5,Waiau_6,Waiau_7,Waiau_8,Waiau_9,GeneratePumpedHydro
Oahu,2020,1386.8183529594717,0.37755158184319093,8.405982008583788e-14,0.0,432.9359325474179,54.49301911864442,655.7206100977029,374.9280000000002,92.74499999999998,1.1606497936726272,331.94968609745234,329.0977403668659,364.30839214444904,355.9308120283187,569.7375161318067,504.41258398938305,767.9235775032955,352.08693259972506,54.366547479320886,0.0,184.37447928147287,510.43304521865605,153.4790000000001,0.0,0.0,0.0,0.0,0.0,248.79653473818772,276.762234065584,0.0,0.0
Oahu,2023,0,0.0,355.8012831456176,0.0,1085.3272397135931,86.65069921705984,782.1373699076773,374.9280000000008,92.74500000000002,0.8987134312345956,59.3261879310731,508.98798403108066,703.9895711169158,595.7348445624197,1141.6750560454109,49.72637497324016,788.3999999999986,788.3999999999986,245.28,0.0,262.8314647259569,510.4330452186562,153.4790000000001,0.0,0,0,0.0,0.0,0.0,5.342354883081125,0.0,0.0
Oahu,2025,0,0.0,640.1026843418628,0.0,1872.0771075405614,95.16115793748321,865.9444003193655,374.92800000000045,92.74500000000008,0.0,36.776853975184814,306.4282666642652,673.3822915462362,281.60583185790426,1097.8595454123038,0.0,788.3999999999999,788.3999999999999,245.2800000000001,0.0,262.83146472595683,510.43304521865616,153.47900000000013,0.0,0,0,0.0,0.0,0.0,18.483063219051978,0.0,0.0
Oahu,2030,0,0.0,1318.0363665992775,0.0,4236.151870253751,150.57804008689283,935.7411563142991,374.9280000000002,92.74500000000003,1.0769393015638187,13.346448418156779,3.4624291609353555,109.00481786062355,13.139862019488652,125.4490112400912,0.0,700.0754891802752,501.16960110041293,108.1972349190374,0.0,913.6227765011685,446.323247955876,153.47900000000004,0.0,0,0,0,0,10.718546555742524,0.0,0.0,397.6426314229087
Oahu,2035,0,0.0,1561.168328281468,2.214099037138932,4507.85569004676,206.59051767747448,1184.340310119763,374.92800000000045,92.74500000000008,0.0,0,0,109.20030871207398,40.12637454482051,62.40814728107792,3.7220802423439836,688.4003980768995,392.9950481430537,87.02726833668694,0.0,913.1270540115927,437.3588386978472,153.4790000000001,0.29029298486932664,0,0,0,0,0,0,0.0,353.87224978704427
Oahu,2040,0,0.0,1660.3407257827748,9.9237826685007,4814.848117094468,277.3492861044677,1271.1549273337678,374.92800000000017,92.74500000000005,6.713732179428176,0,0,0,0,178.5405120151106,22.672374140302647,691.9079144904315,359.5220880330124,83.13151523161515,0.0,913.8455476209208,560.948529449391,153.47900000000007,0.29029298486932664,0,0,0,0,0,0,0.29029298486932664,372.8075951697423
Oahu,2045,0,1.3495460797799195,2170.378125580027,19.062338376891365,5862.751382472787,239.04130265948146,1066.1474431614938,374.9280000000005,0,17.524177166437426,0,0,0,0,0,0,91.81733149931208,61.904401650618915,10.00913342503438,1007.4177229992524,957.0226751638576,684.0668577982213,0,8.417793672627248,0,0,0,0,0,0,8.923873452544717,304.90463823722956
Oahu,2050,0,5.799834938101792,1180.4869474507495,27.118445667125194,4451.625211739045,198.27535342397164,776.7816228757129,374.92800000000017,0,0.0,0,0,0,0,0,0,27.92475928473176,40.75749656121044,4.723411279229718,3435.8445183751383,929.5491761525425,589.3028253108766,0,8.417793672627248,0,0,0,0,0,0,8.923873452544717,250.50632160108904
