gen_tech,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
Kalaeloa_CC3,multiple,2045,10.009133425034383,8060.921071976258,0.0,28.0,1192206.1393645694,1285349.0391781759,248.33479523789862,0.0408069692801467,0.0,0.0
Kalaeloa_CC3,multiple,2050,4.723411279229717,3804.0301687977917,0.0,28.0,1192206.1393645694,1285349.0391781759,525.3320242560364,0.019257221458046793,0.0,0.0
OffshoreWind,WND,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OffshoreWind,WND,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OffshoreWind,WND,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OffshoreWind,WND,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OffshoreWind,WND,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OffshoreWind,WND,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OffshoreWind,WND,2045,1007.4177229992522,0.0,0.0,278.90390083355135,67280811.71566305,17459762.79373679,84.11662071728581,0.4123356569403571,0.0,0.0
OffshoreWind,WND,2050,3435.844518375139,0.0,0.0,970.531248650081,224222257.97379738,57797400.7894344,82.08161261517236,0.40412886697258,0.0,0.0
OnshoreWind,WND,2020,184.3744792814728,0.0,0.0,99.0,39645329.53691727,5188725.153532799,243.1684410183731,0.21259914127746957,0.0,0.0
OnshoreWind,WND,2023,262.83146472595683,0.0,0.0,123.0,43547505.250340946,6223273.303686645,189.36385187337234,0.24393164116824145,0.0,0.0
OnshoreWind,WND,2025,262.83146472595683,0.0,0.0,123.0,43547505.250340946,6223273.303686645,189.36385187337228,0.2439316411682415,0.0,0.0
OnshoreWind,WND,2030,913.6227765011685,0.0,0.0,323.0,70557418.93453017,14327989.303686645,92.91078377368824,0.3228942337465431,0.0,0.0
OnshoreWind,WND,2035,913.127054011593,0.0,0.0,323.0,70557418.93453017,14327989.303686645,92.96122359456353,0.32271903459702594,0.0,0.0
OnshoreWind,WND,2040,913.8455476209208,0.0,0.0,323.0,70557418.93453017,14327989.303686645,92.8881346078722,0.3229729659233926,0.0,0.0
OnshoreWind,WND,2045,957.0226751638577,0.0,0.0,323.0,42184162.28664855,12699767.197903845,57.348619744203425,0.3382327053606519,0.0,0.0
