scenario,max_demand_response_share,total_cost,cost_per_kwh,cost_per_kwh_2020,cost_per_kwh_2023,cost_per_kwh_2025,cost_per_kwh_2030,cost_per_kwh_2035,cost_per_kwh_2040,cost_per_kwh_2045,cost_per_kwh_2050,renewable_share_all_years,renewable_share_2020,renewable_share_2023,renewable_share_2025,renewable_share_2030,renewable_share_2035,renewable_share_2040,renewable_share_2045,renewable_share_2050,biofuel_share_all_years,biofuel_share_2020,biofuel_share_2023,biofuel_share_2025,biofuel_share_2030,biofuel_share_2035,biofuel_share_2040,biofuel_share_2045,biofuel_share_2050
,0.1,26431142269.070374,0.139160356631303,0.14958951986018595,0.15475185363970298,0.1559347097528395,0.13971076239153907,0.13821417779456535,0.13269982218394638,0.1195307256917066,0.11823801626826567,0.7687204688862204,0.30000000000000043,0.3700813835008497,0.46435523990501937,0.7904229588886681,0.8196056676698755,0.8325942926339572,0.9999999999999982,1.0000000000000016,0.007463464108938497,0.028447617882803915,4.586008293532395e-05,0.0,5.125071748417602e-05,0.0,0.0003159806545074425,0.02153192575255849,0.01157733787158469
