PERIOD,EnergyCostReal_per_MWh,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,SystemDemand_MWh
2020,50.01838738637348,3360626216.549948,1188083407.3350713,23752933.05954804
2023,77.79942661434315,2195111450.3019943,1253564430.805012,16112772.103308845
2025,31.4287147082495,5105173171.576058,1292286746.8838096,41118027.22064884
2030,28.423307447481108,4080360576.309395,1197382974.0611498,42126799.50331617
2035,28.571226489002246,3600452083.275374,1224835300.9249063,42869538.743685886
2040,28.118963525824963,3136714749.887039,1237034491.1056855,43992890.77527949
2045,26.36542230054822,2595224495.1809793,1186500260.475522,45002133.739797935
2050,27.059812437026874,2357479525.98958,1249473240.5671232,46174497.457248665
