load_zone,period,AES,Airport_DSG,Battery_Bulk,CIP_CT,CentralTrackingPV,DistBattery,FlatDistPV,H-Power,Hawaii_Cogen,IC_Schofield,Kahe_1,Kahe_2,Kahe_3,Kahe_4,Kahe_5,Kahe_6,Kalaeloa_CC1,Kalaeloa_CC2,Kalaeloa_CC3,OffshoreWind,OnshoreWind,SlopedDistPV,Tesoro_Hawaii,Waiau_10,Waiau_3,Waiau_4,Waiau_5,Waiau_6,Waiau_7,Waiau_8,Waiau_9,hydro,fuel cells
Oahu,2020,180.0,8.0,0.0,0.0,185.7,38.097,370.7,73.0,12.2,48.84,82.1,82.1,86.1,85.3,134.3,134.4,90.0,90.0,28.0,0.0,99.0,303.299999999999,20.0,0.0,0.0,0.0,0.0,0.0,82.9,86.1,0.0,0.0,0
Oahu,2023,0.0,8.0,426.5,0.0,450.7,63.893,442.21299999999997,73.0,12.2,48.84,82.1,82.1,86.1,85.3,134.3,134.4,90.0,90.0,28.0,0.0,123.0,303.299999999999,20.0,0.0,0.0,0.0,0.0,0.0,82.9,86.1,0.0,0.0,0
Oahu,2025,0.0,8.0,598.5,0.0,777.7,72.167,489.62199999999996,73.0,12.2,48.84,82.1,82.1,86.1,85.3,134.3,134.4,90.0,90.0,28.0,0.0,123.0,303.299999999999,20.0,0.0,0.0,0.0,0.0,0.0,82.9,86.1,0.0,0.0,0
Oahu,2030,0.0,8.0,598.5,0.0,1922.745861947916,105.554,631.3519999999999,73.0,12.2,48.84,82.1,82.1,86.1,85.3,134.3,134.4,90.0,90.0,28.0,0.0,323.0,303.299999999999,20.0,0.0,0.0,0.0,0.0,0.0,82.9,0.0,0.0,150.0,0
Oahu,2035,0.0,8.0,598.5,113.0,2038.364043075203,150.443,793.5249999999999,73.0,12.2,48.84,0.0,0.0,86.1,85.3,134.3,134.4,90.0,90.0,28.0,0.0,323.0,303.299999999999,20.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0
Oahu,2040,0.0,8.0,630.9644195738585,113.0,2195.6371926918664,199.16500000000002,861.5363539656881,73.0,12.2,48.84,0.0,0.0,0.0,0.0,134.3,134.4,90.0,90.0,28.0,0.0,323.0,400.6226460343108,20.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,52.9,150.0,0
Oahu,2045,0.0,8.0,886.1609491282532,113.0,3441.7563496386692,250.288,868.289640980531,73.0,0.0,48.84,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,28.0,278.90390083355135,323.0,564.1653590194679,0.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,52.9,150.0,0
Oahu,2050,0.0,8.0,920.2576418413813,113.0,3441.756349638669,250.28799999999998,868.289640980531,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,28.0,970.531248650081,323.0,564.165359019468,0.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,52.9,150.0,0
