TIMESERIES,ts_period,ts_duration_of_tp,ts_num_tps,ts_scale_to_period
27080818,2027,2.0,12,34.6423658872077
27080910,2027,2.0,12,39.6629986244842
27081122,2027,2.0,12,7.02888583218707
28070112,2028,2.0,12,32.1320495185695
28070119,2028,2.0,12,23.5969738651995
28070212,2028,2.0,12,24.6011004126547
28070502,2028,2.0,12,18.0742778541953
28070922,2028,2.0,12,43.1774415405777
28071027,2028,2.0,12,35.646492434663
28071215,2028,2.0,12,18.576341127923
28080220,2028,2.0,12,35.646492434663
28080410,2028,2.0,12,23.5969738651995
28080617,2028,2.0,12,28.6176066024759
28080818,2028,2.0,12,34.6423658872077
28080910,2028,2.0,12,39.6629986244842
28081122,2028,2.0,12,7.02888583218707
29070112,2029,2.0,12,32.1320495185695
29070119,2029,2.0,12,23.5969738651995
29070212,2029,2.0,12,24.6011004126547
29070502,2029,2.0,12,18.0742778541953
29070922,2029,2.0,12,43.1774415405777
29071027,2029,2.0,12,35.646492434663
29071215,2029,2.0,12,18.576341127923
29080220,2029,2.0,12,35.646492434663
29080410,2029,2.0,12,23.5969738651995
29080617,2029,2.0,12,28.6176066024759
29080818,2029,2.0,12,34.6423658872077
29080910,2029,2.0,12,39.6629986244842
29081122,2029,2.0,12,7.02888583218707
30070112,2030,2.0,12,32.1320495185695
30070119,2030,2.0,12,23.5969738651995
30070212,2030,2.0,12,24.6011004126547
30070502,2030,2.0,12,18.0742778541953
30070922,2030,2.0,12,43.1774415405777
30071027,2030,2.0,12,35.646492434663
30071215,2030,2.0,12,18.576341127923
30080220,2030,2.0,12,35.646492434663
30080410,2030,2.0,12,23.5969738651995
30080617,2030,2.0,12,28.6176066024759
30080818,2030,2.0,12,34.6423658872077
30080910,2030,2.0,12,39.6629986244842
30081122,2030,2.0,12,7.02888583218707
31070112,2031,2.0,12,32.1320495185695
31070119,2031,2.0,12,23.5969738651995
31070212,2031,2.0,12,24.6011004126547
31070502,2031,2.0,12,18.0742778541953
31070922,2031,2.0,12,43.1774415405777
31071027,2031,2.0,12,35.646492434663
31071215,2031,2.0,12,18.576341127923
31080220,2031,2.0,12,35.646492434663
31080410,2031,2.0,12,23.5969738651995
31080617,2031,2.0,12,28.6176066024759
31080818,2031,2.0,12,34.6423658872077
31080910,2031,2.0,12,39.6629986244842
31081122,2031,2.0,12,7.02888583218707
32070112,2032,2.0,12,32.1320495185695
32070119,2032,2.0,12,23.5969738651995
32070212,2032,2.0,12,24.6011004126547
32070502,2032,2.0,12,18.0742778541953
32070922,2032,2.0,12,43.1774415405777
32071027,2032,2.0,12,35.646492434663
32071215,2032,2.0,12,18.576341127923
32080220,2032,2.0,12,35.646492434663
32080410,2032,2.0,12,23.5969738651995
32080617,2032,2.0,12,28.6176066024759
32080818,2032,2.0,12,34.6423658872077
32080910,2032,2.0,12,39.6629986244842
32081122,2032,2.0,12,7.02888583218707
33070112,2033,2.0,12,32.1320495185695
33070119,2033,2.0,12,23.5969738651995
33070212,2033,2.0,12,24.6011004126547
33070502,2033,2.0,12,18.0742778541953
33070922,2033,2.0,12,43.1774415405777
33071027,2033,2.0,12,35.646492434663
33071215,2033,2.0,12,18.576341127923
33080220,2033,2.0,12,35.646492434663
33080410,2033,2.0,12,23.5969738651995
33080617,2033,2.0,12,28.6176066024759
33080818,2033,2.0,12,34.6423658872077
33080910,2033,2.0,12,39.6629986244842
33081122,2033,2.0,12,7.02888583218707
34070112,2034,2.0,12,32.1320495185695
34070119,2034,2.0,12,23.5969738651995
34070212,2034,2.0,12,24.6011004126547
34070502,2034,2.0,12,18.0742778541953
34070922,2034,2.0,12,43.1774415405777
34071027,2034,2.0,12,35.646492434663
34071215,2034,2.0,12,18.576341127923
34080220,2034,2.0,12,35.646492434663
34080410,2034,2.0,12,23.5969738651995
34080617,2034,2.0,12,28.6176066024759
34080818,2034,2.0,12,34.6423658872077
34080910,2034,2.0,12,39.6629986244842
34081122,2034,2.0,12,7.02888583218707
35070112,2035,2.0,12,32.1320495185695
35070119,2035,2.0,12,23.5969738651995
35070212,2035,2.0,12,24.6011004126547
35070502,2035,2.0,12,18.0742778541953
35070922,2035,2.0,12,43.1774415405777
35071027,2035,2.0,12,35.646492434663
35071215,2035,2.0,12,18.576341127923
35080220,2035,2.0,12,35.646492434663
35080410,2035,2.0,12,23.5969738651995
35080617,2035,2.0,12,28.6176066024759
35080818,2035,2.0,12,34.6423658872077
35080910,2035,2.0,12,39.6629986244842
35081122,2035,2.0,12,7.02888583218707
36070112,2036,2.0,12,32.1320495185695
36070119,2036,2.0,12,23.5969738651995
36070212,2036,2.0,12,24.6011004126547
36070502,2036,2.0,12,18.0742778541953
36070922,2036,2.0,12,43.1774415405777
36071027,2036,2.0,12,35.646492434663
36071215,2036,2.0,12,18.576341127923
36080220,2036,2.0,12,35.646492434663
36080410,2036,2.0,12,23.5969738651995
36080617,2036,2.0,12,28.6176066024759
36080818,2036,2.0,12,34.6423658872077
36080910,2036,2.0,12,39.6629986244842
36081122,2036,2.0,12,7.02888583218707
37070112,2037,2.0,12,32.1320495185695
37070119,2037,2.0,12,23.5969738651995
37070212,2037,2.0,12,24.6011004126547
37070502,2037,2.0,12,18.0742778541953
37070922,2037,2.0,12,43.1774415405777
37071027,2037,2.0,12,35.646492434663
37071215,2037,2.0,12,18.576341127923
37080220,2037,2.0,12,35.646492434663
37080410,2037,2.0,12,23.5969738651995
37080617,2037,2.0,12,28.6176066024759
37080818,2037,2.0,12,34.6423658872077
37080910,2037,2.0,12,39.6629986244842
37081122,2037,2.0,12,7.02888583218707
38070112,2038,2.0,12,32.1320495185695
38070119,2038,2.0,12,23.5969738651995
38070212,2038,2.0,12,24.6011004126547
38070502,2038,2.0,12,18.0742778541953
38070922,2038,2.0,12,43.1774415405777
38071027,2038,2.0,12,35.646492434663
38071215,2038,2.0,12,18.576341127923
38080220,2038,2.0,12,35.646492434663
38080410,2038,2.0,12,23.5969738651995
38080617,2038,2.0,12,28.6176066024759
38080818,2038,2.0,12,34.6423658872077
38080910,2038,2.0,12,39.6629986244842
38081122,2038,2.0,12,7.02888583218707
39070112,2039,2.0,12,32.1320495185695
39070119,2039,2.0,12,23.5969738651995
39070212,2039,2.0,12,24.6011004126547
39070502,2039,2.0,12,18.0742778541953
39070922,2039,2.0,12,43.1774415405777
39071027,2039,2.0,12,35.646492434663
39071215,2039,2.0,12,18.576341127923
39080220,2039,2.0,12,35.646492434663
39080410,2039,2.0,12,23.5969738651995
39080617,2039,2.0,12,28.6176066024759
39080818,2039,2.0,12,34.6423658872077
39080910,2039,2.0,12,39.6629986244842
39081122,2039,2.0,12,7.02888583218707
40070112,2040,2.0,12,32.1320495185695
40070119,2040,2.0,12,23.5969738651995
40070212,2040,2.0,12,24.6011004126547
40070502,2040,2.0,12,18.0742778541953
40070922,2040,2.0,12,43.1774415405777
40071027,2040,2.0,12,35.646492434663
40071215,2040,2.0,12,18.576341127923
40080220,2040,2.0,12,35.646492434663
40080410,2040,2.0,12,23.5969738651995
40080617,2040,2.0,12,28.6176066024759
40080818,2040,2.0,12,34.6423658872077
40080910,2040,2.0,12,39.6629986244842
40081122,2040,2.0,12,7.02888583218707
41070112,2041,2.0,12,32.1320495185695
41070119,2041,2.0,12,23.5969738651995
41070212,2041,2.0,12,24.6011004126547
41070502,2041,2.0,12,18.0742778541953
41070922,2041,2.0,12,43.1774415405777
41071027,2041,2.0,12,35.646492434663
41071215,2041,2.0,12,18.576341127923
41080220,2041,2.0,12,35.646492434663
41080410,2041,2.0,12,23.5969738651995
41080617,2041,2.0,12,28.6176066024759
41080818,2041,2.0,12,34.6423658872077
41080910,2041,2.0,12,39.6629986244842
41081122,2041,2.0,12,7.02888583218707
42070112,2042,2.0,12,32.1320495185695
42070119,2042,2.0,12,23.5969738651995
42070212,2042,2.0,12,24.6011004126547
42070502,2042,2.0,12,18.0742778541953
42070922,2042,2.0,12,43.1774415405777
42071027,2042,2.0,12,35.646492434663
42071215,2042,2.0,12,18.576341127923
42080220,2042,2.0,12,35.646492434663
42080410,2042,2.0,12,23.5969738651995
42080617,2042,2.0,12,28.6176066024759
42080818,2042,2.0,12,34.6423658872077
42080910,2042,2.0,12,39.6629986244842
42081122,2042,2.0,12,7.02888583218707
43070112,2043,2.0,12,32.1320495185695
43070119,2043,2.0,12,23.5969738651995
43070212,2043,2.0,12,24.6011004126547
43070502,2043,2.0,12,18.0742778541953
43070922,2043,2.0,12,43.1774415405777
43071027,2043,2.0,12,35.646492434663
43071215,2043,2.0,12,18.576341127923
43080220,2043,2.0,12,35.646492434663
43080410,2043,2.0,12,23.5969738651995
43080617,2043,2.0,12,28.6176066024759
43080818,2043,2.0,12,34.6423658872077
43080910,2043,2.0,12,39.6629986244842
43081122,2043,2.0,12,7.02888583218707
44070112,2044,2.0,12,32.1320495185695
44070119,2044,2.0,12,23.5969738651995
44070212,2044,2.0,12,24.6011004126547
44070502,2044,2.0,12,18.0742778541953
44070922,2044,2.0,12,43.1774415405777
44071027,2044,2.0,12,35.646492434663
44071215,2044,2.0,12,18.576341127923
44080220,2044,2.0,12,35.646492434663
44080410,2044,2.0,12,23.5969738651995
44080617,2044,2.0,12,28.6176066024759
44080818,2044,2.0,12,34.6423658872077
44080910,2044,2.0,12,39.6629986244842
44081122,2044,2.0,12,7.02888583218707
45070112,2045,2.0,12,32.1320495185695
45070119,2045,2.0,12,23.5969738651995
45070212,2045,2.0,12,24.6011004126547
45070502,2045,2.0,12,18.0742778541953
45070922,2045,2.0,12,43.1774415405777
45071027,2045,2.0,12,35.646492434663
45071215,2045,2.0,12,18.576341127923
45080220,2045,2.0,12,35.646492434663
45080410,2045,2.0,12,23.5969738651995
45080617,2045,2.0,12,28.6176066024759
45080818,2045,2.0,12,34.6423658872077
45080910,2045,2.0,12,39.6629986244842
45081122,2045,2.0,12,7.02888583218707
46070112,2046,2.0,12,32.1320495185695
46070119,2046,2.0,12,23.5969738651995
46070212,2046,2.0,12,24.6011004126547
46070502,2046,2.0,12,18.0742778541953
46070922,2046,2.0,12,43.1774415405777
46071027,2046,2.0,12,35.646492434663
46071215,2046,2.0,12,18.576341127923
46080220,2046,2.0,12,35.646492434663
46080410,2046,2.0,12,23.5969738651995
46080617,2046,2.0,12,28.6176066024759
46080818,2046,2.0,12,34.6423658872077
46080910,2046,2.0,12,39.6629986244842
46081122,2046,2.0,12,7.02888583218707
47070112,2047,2.0,12,32.1320495185695
47070119,2047,2.0,12,23.5969738651995
47070212,2047,2.0,12,24.6011004126547
47070502,2047,2.0,12,18.0742778541953
47070922,2047,2.0,12,43.1774415405777
47071027,2047,2.0,12,35.646492434663
47071215,2047,2.0,12,18.576341127923
47080220,2047,2.0,12,35.646492434663
47080410,2047,2.0,12,23.5969738651995
47080617,2047,2.0,12,28.6176066024759
47080818,2047,2.0,12,34.6423658872077
47080910,2047,2.0,12,39.6629986244842
47081122,2047,2.0,12,7.02888583218707
48070112,2048,2.0,12,32.1320495185695
48070119,2048,2.0,12,23.5969738651995
48070212,2048,2.0,12,24.6011004126547
48070502,2048,2.0,12,18.0742778541953
48070922,2048,2.0,12,43.1774415405777
48071027,2048,2.0,12,35.646492434663
48071215,2048,2.0,12,18.576341127923
48080220,2048,2.0,12,35.646492434663
48080410,2048,2.0,12,23.5969738651995
48080617,2048,2.0,12,28.6176066024759
48080818,2048,2.0,12,34.6423658872077
48080910,2048,2.0,12,39.6629986244842
48081122,2048,2.0,12,7.02888583218707
49070112,2049,2.0,12,32.1320495185695
49070119,2049,2.0,12,23.5969738651995
49070212,2049,2.0,12,24.6011004126547
49070502,2049,2.0,12,18.0742778541953
49070922,2049,2.0,12,43.1774415405777
49071027,2049,2.0,12,35.646492434663
49071215,2049,2.0,12,18.576341127923
49080220,2049,2.0,12,35.646492434663
49080410,2049,2.0,12,23.5969738651995
49080617,2049,2.0,12,28.6176066024759
49080818,2049,2.0,12,34.6423658872077
49080910,2049,2.0,12,39.6629986244842
49081122,2049,2.0,12,7.02888583218707
50070112,2050,2.0,12,32.1320495185695
50070119,2050,2.0,12,23.5969738651995
50070212,2050,2.0,12,24.6011004126547
50070502,2050,2.0,12,18.0742778541953
50070922,2050,2.0,12,43.1774415405777
50071027,2050,2.0,12,35.646492434663
50071215,2050,2.0,12,18.576341127923
50080220,2050,2.0,12,35.646492434663
50080410,2050,2.0,12,23.5969738651995
50080617,2050,2.0,12,28.6176066024759
50080818,2050,2.0,12,34.6423658872077
50080910,2050,2.0,12,39.6629986244842
50081122,2050,2.0,12,7.02888583218707
