TIMESERIES,ts_period,ts_duration_of_tp,ts_num_tps,ts_scale_to_period
20070112,2020,2.0,12,32.1320495185695
20070119,2020,2.0,12,23.5969738651995
20070212,2020,2.0,12,24.6011004126547
20070502,2020,2.0,12,18.0742778541953
20070922,2020,2.0,12,43.1774415405777
20071027,2020,2.0,12,35.646492434663
20071215,2020,2.0,12,18.576341127923
20080220,2020,2.0,12,35.646492434663
20080410,2020,2.0,12,23.5969738651995
20080617,2020,2.0,12,28.6176066024759
20080818,2020,2.0,12,34.6423658872077
20080910,2020,2.0,12,39.6629986244842
20081122,2020,2.0,12,7.02888583218707
21070112,2021,2.0,12,32.1320495185695
21070119,2021,2.0,12,23.5969738651995
21070212,2021,2.0,12,24.6011004126547
21070502,2021,2.0,12,18.0742778541953
21070922,2021,2.0,12,43.1774415405777
21071027,2021,2.0,12,35.646492434663
21071215,2021,2.0,12,18.576341127923
21080220,2021,2.0,12,35.646492434663
21080410,2021,2.0,12,23.5969738651995
21080617,2021,2.0,12,28.6176066024759
21080818,2021,2.0,12,34.6423658872077
21080910,2021,2.0,12,39.6629986244842
21081122,2021,2.0,12,7.02888583218707
22070112,2022,2.0,12,32.1320495185695
22070119,2022,2.0,12,23.5969738651995
22070212,2022,2.0,12,24.6011004126547
22070502,2022,2.0,12,18.0742778541953
22070922,2022,2.0,12,43.1774415405777
22071027,2022,2.0,12,35.646492434663
22071215,2022,2.0,12,18.576341127923
22080220,2022,2.0,12,35.646492434663
22080410,2022,2.0,12,23.5969738651995
22080617,2022,2.0,12,28.6176066024759
22080818,2022,2.0,12,34.6423658872077
22080910,2022,2.0,12,39.6629986244842
22081122,2022,2.0,12,7.02888583218707
23070112,2023,2.0,12,32.1320495185695
23070119,2023,2.0,12,23.5969738651995
23070212,2023,2.0,12,24.6011004126547
23070502,2023,2.0,12,18.0742778541953
23070922,2023,2.0,12,43.1774415405777
23071027,2023,2.0,12,35.646492434663
23071215,2023,2.0,12,18.576341127923
23080220,2023,2.0,12,35.646492434663
23080410,2023,2.0,12,23.5969738651995
23080617,2023,2.0,12,28.6176066024759
23080818,2023,2.0,12,34.6423658872077
23080910,2023,2.0,12,39.6629986244842
23081122,2023,2.0,12,7.02888583218707
24070112,2024,2.0,12,32.1320495185695
24070119,2024,2.0,12,23.5969738651995
24070212,2024,2.0,12,24.6011004126547
24070502,2024,2.0,12,18.0742778541953
24070922,2024,2.0,12,43.1774415405777
24071027,2024,2.0,12,35.646492434663
24071215,2024,2.0,12,18.576341127923
24080220,2024,2.0,12,35.646492434663
24080410,2024,2.0,12,23.5969738651995
24080617,2024,2.0,12,28.6176066024759
24080818,2024,2.0,12,34.6423658872077
24080910,2024,2.0,12,39.6629986244842
24081122,2024,2.0,12,7.02888583218707
25070112,2025,2.0,12,32.1320495185695
25070119,2025,2.0,12,23.5969738651995
25070212,2025,2.0,12,24.6011004126547
25070502,2025,2.0,12,18.0742778541953
25070922,2025,2.0,12,43.1774415405777
25071027,2025,2.0,12,35.646492434663
25071215,2025,2.0,12,18.576341127923
25080220,2025,2.0,12,35.646492434663
25080410,2025,2.0,12,23.5969738651995
25080617,2025,2.0,12,28.6176066024759
25080818,2025,2.0,12,34.6423658872077
25080910,2025,2.0,12,39.6629986244842
25081122,2025,2.0,12,7.02888583218707
26070112,2026,2.0,12,32.1320495185695
26070119,2026,2.0,12,23.5969738651995
26070212,2026,2.0,12,24.6011004126547
26070502,2026,2.0,12,18.0742778541953
26070922,2026,2.0,12,43.1774415405777
26071027,2026,2.0,12,35.646492434663
26071215,2026,2.0,12,18.576341127923
26080220,2026,2.0,12,35.646492434663
26080410,2026,2.0,12,23.5969738651995
26080617,2026,2.0,12,28.6176066024759
26080818,2026,2.0,12,34.6423658872077
26080910,2026,2.0,12,39.6629986244842
26081122,2026,2.0,12,7.02888583218707
27070112,2027,2.0,12,32.1320495185695
27070119,2027,2.0,12,23.5969738651995
27070212,2027,2.0,12,24.6011004126547
27070502,2027,2.0,12,18.0742778541953
27070922,2027,2.0,12,43.1774415405777
27071027,2027,2.0,12,35.646492434663
27071215,2027,2.0,12,18.576341127923
27080220,2027,2.0,12,35.646492434663
27080410,2027,2.0,12,23.5969738651995
27080617,2027,2.0,12,28.6176066024759
