LOAD_ZONE,TIMEPOINT,zone_demand_mw
Oahu,2007011200,647.340719532807
Oahu,2007011202,593.167036763171
Oahu,2007011204,654.218278191705
Oahu,2007011206,913.562134287137
Oahu,2007011208,1005.06670977737
Oahu,2007011210,1061.39866545948
Oahu,2007011212,1064.21784490975
Oahu,2007011214,1050.4524009273
Oahu,2007011216,1019.61698027344
Oahu,2007011218,1070.83723695232
Oahu,2007011220,962.448564754437
Oahu,2007011222,802.47820261482
Oahu,2007011900,609.669046878665
Oahu,2007011902,556.713910538083
Oahu,2007011904,626.439550275136
Oahu,2007011906,885.525239754243
Oahu,2007011908,964.31769105663
Oahu,2007011910,1010.98388862353
Oahu,2007011912,1027.54785872695
Oahu,2007011914,1023.71666614068
Oahu,2007011916,997.393997940187
Oahu,2007011918,1051.8361739908
Oahu,2007011920,948.848347406436
Oahu,2007011922,788.599165321188
Oahu,2007021200,546.129079268758
Oahu,2007021202,505.75182047553
Oahu,2007021204,585.17419832175
Oahu,2007021206,843.258201329515
Oahu,2007021208,918.942326571349
Oahu,2007021210,967.157523836205
Oahu,2007021212,986.716226688986
Oahu,2007021214,990.330559317536
Oahu,2007021216,983.762800598228
Oahu,2007021218,1069.90783713355
Oahu,2007021220,956.386812603126
Oahu,2007021222,744.834760521776
Oahu,2007050200,623.434490861113
Oahu,2007050202,577.53246647853
Oahu,2007050204,631.819742559349
Oahu,2007050206,892.433778407099
Oahu,2007050208,994.409591855471
Oahu,2007050210,1046.18748842561
Oahu,2007050212,1066.23154451708
Oahu,2007050214,1068.12132414858
Oahu,2007050216,1046.54892168847
Oahu,2007050218,1062.12153198519
Oahu,2007050220,999.593577511276
Oahu,2007050222,792.998324463366
Oahu,2007092200,702.195962169541
Oahu,2007092202,642.177387206307
Oahu,2007092204,658.885930614861
Oahu,2007092206,795.032677400007
Oahu,2007092208,989.184299541053
Oahu,2007092210,1059.07516591255
Oahu,2007092212,1060.65514560446
Oahu,2007092214,1053.56072698785
Oahu,2007092216,1040.42520954924
