PERIOD,EnergyCostReal_per_MWh,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,SystemDemand_MWh
2020,50.012978615355074,3360262813.0370884,1187954933.1591365,23752933.05954804
2023,77.7904013488368,2194856802.362836,1253419008.7587361,16112772.103308845
2025,31.42688301118933,5104875636.955987,1292211431.1142294,41118027.22064884
2030,28.65569113041617,4113720846.579766,1207172554.8799975,42126799.50331617
2035,28.695779434957366,3616147836.2706056,1230174828.2671695,42869538.743685886
2040,28.201863300527933,3145962350.5617332,1240681491.8394885,43992890.77527949
2045,26.605685232533606,2618874267.9501987,1197312605.0734444,45002133.739797935
2050,27.353178784842367,2383037912.9961,1263019284.248372,46174497.457248665
