owner,variable,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
HECO,amortized_cost,53049671.52312381,53049671.52312381,53049671.52312381,49795502.315563984,49795502.315563984,49795502.315563984,49795502.315563984,49795502.315563984,49795502.315563984,49795502.315563984,36205138.49585516,36205138.49585516,36205138.49585516,36205138.49585516,36205138.49585516,24490353.25177571,24490353.25177571,24490353.25177571,24490353.25177571,24490353.25177571,18469309.430294473,18469309.430294473,18469309.430294473,18469309.430294473,18469309.430294473,18469309.430294473,18469309.430294473,18469309.430294473,18469309.430294473,18469309.430294473
HECO,capacity_in_place,1247.14,1247.14,1247.14,1153.94,1153.94,1153.94,1153.94,1153.94,1153.94,1153.94,777.24,777.24,777.24,777.24,777.24,444.03999999999996,444.03999999999996,444.03999999999996,444.03999999999996,444.03999999999996,272.64,272.64,272.64,272.64,272.64,272.64,272.64,272.64,272.64,272.64
HECO,capacity_retired,0.0,0.0,0.0,93.2,0.0,0.0,0.0,0.0,0.0,0.0,376.70000000000005,0.0,0.0,0.0,0.0,333.2,0.0,0.0,0.0,0.0,171.39999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HECO,fixed_om,15928523.03764372,15928523.03764372,15928523.03764372,14933988.245362315,14933988.245362315,14933988.245362315,14933988.245362315,14933988.245362315,14933988.245362315,14933988.245362315,10914232.276988868,10914232.276988868,10914232.276988868,10914232.276988868,10914232.276988868,7358663.684841185,7358663.684841185,7358663.684841185,7358663.684841185,7358663.684841185,5529658.712770016,5529658.712770016,5529658.712770016,5529658.712770016,5529658.712770016,5529658.712770016,5529658.712770016,5529658.712770016,5529658.712770016,5529658.712770016
HECO,fuel_cost,377936928.69606936,377936928.69606936,377936928.69606936,428868971.2646193,428868971.2646193,307730931.5746273,307730931.5746273,307730931.5746273,307730931.5746273,307730931.5746273,24172456.11504592,24172456.11504592,24172456.11504592,24172456.11504592,24172456.11504592,0.0,0.0,0.0,0.0,0.0,1.107950188604786e-06,1.107950188604786e-06,1.107950188604786e-06,1.107950188604786e-06,1.107950188604786e-06,-2.0345863724105078e-07,-2.0345863724105078e-07,-2.0345863724105078e-07,-2.0345863724105078e-07,-2.0345863724105078e-07
HECO,non_renewable_output,2971441.603400322,2971441.603400322,2971441.603400322,3458260.1923510297,3458260.1923510297,2220868.312182517,2220868.312182517,2220868.312182517,2220868.312182517,2220868.312182517,146316.20065979788,146316.20065979788,146316.20065979788,146316.20065979788,146316.20065979788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HECO,renewable_output,1538.201375521471,1538.201375521471,1538.201375521471,3046.165632792564,3046.165632792564,7190.461609076088,7190.461609076088,7190.461609076088,7190.461609076088,7190.461609076088,1185.2594643136513,1185.2594643136513,1185.2594643136513,1185.2594643136513,1185.2594643136513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HECO,total_output,2972979.804775844,2972979.804775844,2972979.804775844,3461306.3579838225,3461306.3579838225,2228058.7737915926,2228058.7737915926,2228058.7737915926,2228058.7737915926,2228058.7737915926,147501.46012411153,147501.46012411153,147501.46012411153,147501.46012411153,147501.46012411153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HECO,variable_om,31142933.684568573,31142933.684568573,31142933.684568573,36273903.26403527,36273903.26403527,23371616.096430324,23371616.096430324,23371616.096430324,23371616.096430324,23371616.096430324,1526910.9904593106,1526910.9904593106,1526910.9904593106,1526910.9904593106,1526910.9904593106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPA,amortized_cost,127764908.59437114,127764908.59437114,127764908.59437114,188726136.11407864,188726136.11407864,267878301.33488634,267878301.33488634,267878301.33488634,267878301.33488634,267878301.33488634,326764287.6235174,326764287.6235174,326764287.6235174,326764287.6235174,326764287.6235174,384240194.58419144,384240194.58419144,384240194.58419144,384240194.58419144,384240194.58419144,422560743.9960355,422560743.9960355,422560743.9960355,422560743.9960355,422560743.9960355,630336770.8471856,630336770.8471856,630336770.8471856,630336770.8471856,630336770.8471856
PPA,capacity_added,134.6,0.0,0.0,511.5,0.0,637.5,0.0,0.0,0.0,0.0,466.172,0.0,0.0,0.0,0.0,469.172,0.0,0.0,0.0,0.0,1039.5,0.0,0.0,0.0,0.0,3048.145568,0.0,0.0,0.0,0.0
PPA,capacity_in_place,777.9,777.9,777.9,1109.4,1109.4,1746.9,1746.9,1746.9,1746.9,1746.9,2213.072,2213.072,2213.072,2213.072,2213.072,2682.2439999999997,2682.2439999999997,2682.2439999999997,2682.2439999999997,2682.2439999999997,3382.2439999999997,3382.2439999999997,3382.2439999999997,3382.2439999999997,3382.2439999999997,6122.189568,6122.189568,6122.189568,6122.189568,6122.189568
PPA,capacity_retired,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.5,0.0,0.0,0.0,0.0,308.2,0.0,0.0,0.0,0.0
PPA,capital_outlay,231939528.5581514,0.0,0.0,992926342.1872073,0.0,1089516189.5392122,0.0,0.0,0.0,0.0,735626278.520769,0.0,0.0,0.0,0.0,719622655.5671964,0.0,0.0,0.0,0.0,1135473650.9209383,0.0,0.0,0.0,0.0,3119343784.45594,0.0,0.0,0.0,0.0
