STORAGE_GEN_BLD_YRS_1,STORAGE_GEN_BLD_YRS_2,BuildStorageEnergy
Oahu_Battery_Bulk,2020,0.0
Oahu_Battery_Bulk,2023,1758.0
Oahu_Battery_Bulk,2025,0.0
Oahu_Battery_Bulk,2030,660.0
Oahu_Battery_Bulk,2035,672.0
Oahu_Battery_Bulk,2040,3438.0
Oahu_Battery_Bulk,2045,6760.0
Oahu_Battery_Bulk,2050,672.0
Oahu_Battery_Conting,2020,0.0
Oahu_Battery_Conting,2023,0.0
Oahu_Battery_Conting,2025,0.0
Oahu_Battery_Conting,2030,0.0
Oahu_Battery_Conting,2035,0.0
Oahu_Battery_Conting,2040,0.0
Oahu_Battery_Conting,2045,0.0
Oahu_Battery_Conting,2050,0.0
Oahu_Battery_Reg,2020,0.0
Oahu_Battery_Reg,2023,0.0
Oahu_Battery_Reg,2025,0.0
Oahu_Battery_Reg,2030,0.0
Oahu_Battery_Reg,2035,0.0
Oahu_Battery_Reg,2040,0.0
Oahu_Battery_Reg,2045,0.0
Oahu_Battery_Reg,2050,0.0
Oahu_DistBattery,2020,152.388
Oahu_DistBattery,2023,0.0
Oahu_DistBattery,2025,66.02
Oahu_DistBattery,2030,91.392
Oahu_DistBattery,2035,308.492
Oahu_DistBattery,2040,254.23999999999998
Oahu_DistBattery,2045,289.452
Oahu_DistBattery,2050,308.492
