scenario,max_demand_response_share,total_cost,cost_per_kwh,cost_per_kwh_2020,cost_per_kwh_2023,cost_per_kwh_2025,cost_per_kwh_2030,cost_per_kwh_2035,cost_per_kwh_2040,cost_per_kwh_2045,cost_per_kwh_2050,renewable_share_all_years,renewable_share_2020,renewable_share_2023,renewable_share_2025,renewable_share_2030,renewable_share_2035,renewable_share_2040,renewable_share_2045,renewable_share_2050,biofuel_share_all_years,biofuel_share_2020,biofuel_share_2023,biofuel_share_2025,biofuel_share_2030,biofuel_share_2035,biofuel_share_2040,biofuel_share_2045,biofuel_share_2050
,0.1,28571769953.72852,0.1504307931860054,0.14963314391886284,0.1575289785522231,0.1496979909248707,0.14756169472860514,0.15230595163228736,0.16203384431258053,0.14556188527333047,0.14078186304790524,0.6676719587395865,0.30000000000000043,0.3203534736103188,0.49579614433369795,0.4898709093316142,0.5063150785338906,0.6999999999999974,0.9999999999999982,0.9999999999999981,0.07844725890106925,0.02848338194350458,0.0003746117513663361,0.0008606235795491663,0.00013683234433926037,-1.0408758402925446e-15,0.11847479252450614,0.15982746004283754,0.19943539719069575
