PERIOD,EnergyCostReal_per_MWh,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,SystemDemand_MWh
2020,50.02377124614576,3360987946.3305826,1188211289.7958443,23752933.05954804
2023,77.80927064505856,2195389199.708139,1253723045.4285073,16112772.103308845
2025,31.43468198510016,5106142475.665269,1292532109.535788,41118027.22064884
2030,28.134596912359125,4038914200.3852124,1185220523.233571,42126799.50331617
2035,28.281498782445496,3563941549.6776514,1212414807.7835524,42869538.743685886
2040,28.5604693917912,3185965425.8824778,1256457610.4437835,43992890.77527949
2045,26.493476780361213,2607829266.6479406,1192262985.3020465,45002133.739797935
2050,27.203386942369175,2369987888.994174,1256102721.198977,46174497.457248665
