scenario,max_demand_response_share,total_cost,cost_per_kwh,cost_per_kwh_2020,cost_per_kwh_2023,cost_per_kwh_2025,cost_per_kwh_2030,cost_per_kwh_2035,cost_per_kwh_2040,cost_per_kwh_2045,cost_per_kwh_2050,renewable_share_all_years,renewable_share_2020,renewable_share_2023,renewable_share_2025,renewable_share_2030,renewable_share_2035,renewable_share_2040,renewable_share_2045,renewable_share_2050,biofuel_share_all_years,biofuel_share_2020,biofuel_share_2023,biofuel_share_2025,biofuel_share_2030,biofuel_share_2035,biofuel_share_2040,biofuel_share_2045,biofuel_share_2050
,0.1,26429157953.291447,0.13914990917925388,0.1496056213188777,0.15477143452952172,0.15596431661371052,0.138291646440769,0.1368126111953344,0.1347833893770644,0.12011127565315374,0.11886536594919477,0.7727078987570678,0.30000000000000016,0.3700807817791419,0.46436559882681583,0.7883465267159822,0.8182797241613503,0.8625371166529892,0.9999999999999987,0.9999999999999984,0.007670778296026873,0.028472211770115295,9.577064241611699e-05,0.0,6.118645058021217e-05,0.00018792612652135407,0.0008331608407735777,0.022046665136218536,0.011630847398672517
