load_zone,period,AES,Airport_DSG,Battery_Bulk,CIP_CT,CentralTrackingPV,DistBattery,FlatDistPV,H-Power,Hawaii_Cogen,IC_Schofield,Kahe_1,Kahe_2,Kahe_3,Kahe_4,Kahe_5,Kahe_6,Kalaeloa_CC1,Kalaeloa_CC2,Kalaeloa_CC3,OffshoreWind,OnshoreWind,SlopedDistPV,Tesoro_Hawaii,Waiau_10,Waiau_3,Waiau_4,Waiau_5,Waiau_6,Waiau_7,Waiau_8,Waiau_9,hydro,fuel cells
Oahu,2020,180.0,8.0,0.0,0.0,185.7,38.097,370.7,73.0,12.2,48.84,82.1,82.1,86.1,85.3,134.3,134.4,90.0,90.0,28.0,0.0,99.0,303.299999999999,20.0,0.0,0.0,0.0,0.0,0.0,82.9,86.1,0.0,0.0,0
Oahu,2023,0.0,8.0,426.5,0.0,450.70000000000005,63.893,442.21299999999997,73.0,12.2,48.84,82.1,82.1,86.1,85.3,134.3,0.0,90.0,90.0,28.0,0.0,123.0,303.299999999999,20.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1,0.0,0.0,0
Oahu,2025,0.0,8.0,598.5,0.0,777.7,72.167,489.62199999999996,73.0,12.2,48.84,82.1,82.1,86.1,85.3,134.3,0.0,90.0,90.0,28.0,0.0,123.0,303.299999999999,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Oahu,2030,0.0,8.0,598.5,113.0,1909.8019869008701,105.554,631.3519999999999,73.0,12.2,48.84,82.1,82.1,86.1,85.3,0.0,0.0,90.0,90.0,28.0,0.0,323.0,303.299999999999,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0
Oahu,2035,0.0,8.0,598.5,113.0,2045.8672172214888,150.443,743.0663634902808,73.0,12.2,48.84,0.0,0.0,86.1,85.3,0.0,0.0,90.0,90.0,28.0,0.0,323.0,353.75863650971814,20.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,52.9,150.0,0
Oahu,2040,0.0,8.0,598.5,113.0,2399.2063080816783,199.16500000000002,743.0663634902808,73.0,12.2,48.84,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,28.0,214.31341670495993,323.0,519.0926365097181,20.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,52.9,150.0,0
Oahu,2045,0.0,8.0,889.7785278897649,113.0,3629.1399471055847,250.288,837.6253335694054,73.0,0.0,48.84,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,28.0,214.31341670495993,323.0,594.8296664305935,0.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,52.9,150.0,0
Oahu,2050,0.0,8.0,920.2576418413813,113.0,3629.1399471055843,250.28799999999998,868.2896409805309,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,28.0,914.9317883536798,323.0,564.1653590194682,0.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,52.9,150.0,0
