LOAD_ZONE,TIMEPOINT,zone_demand_mw
Oahu,1907011200,655.371536258852
Oahu,1907011202,601.59781974636
Oahu,1907011204,662.19831765369
Oahu,1907011206,919.627428689664
Oahu,1907011208,1010.45642259305
Oahu,1907011210,1066.37247741113
Oahu,1907011212,1069.17084275767
Oahu,1907011214,1055.50702954548
Oahu,1907011216,1024.89926791637
Oahu,1907011218,1075.74136358963
Oahu,1907011220,968.152928874592
Oahu,1907011222,809.363633698266
Oahu,1907011900,617.977994924965
Oahu,1907011902,565.413828269217
Oahu,1907011904,634.624681088954
Oahu,1907011906,891.797531562059
Oahu,1907011908,970.008255349766
Oahu,1907011910,1016.32991469402
Oahu,1907011912,1032.77159240771
Oahu,1907011914,1028.96868565473
Oahu,1907011916,1002.84035866458
Oahu,1907011918,1056.88058616246
Oahu,1907011920,954.653122422638
Oahu,1907011922,795.587065838413
Oahu,1907021200,554.907145191576
Oahu,1907021202,514.827993158819
Oahu,1907021204,593.663992719927
Oahu,1907021206,849.842552209099
Oahu,1907021208,924.96789881986
Oahu,1907021210,972.827121541328
Oahu,1907021212,992.241421784305
Oahu,1907021214,995.829069664476
Oahu,1907021216,989.309800945081
Oahu,1907021218,1074.81882556331
Oahu,1907021220,962.135930858421
Oahu,1907021222,752.145775220811
Oahu,1907050200,631.641808137156
Oahu,1907050202,586.078680058996
Oahu,1907050204,639.96515121915
Oahu,1907050206,898.655064224441
Oahu,1907050208,999.87798655781
Oahu,1907050210,1051.27360504687
Oahu,1907050212,1071.16967514805
Oahu,1907050214,1073.04550246825
Oahu,1907050216,1051.63236983489
Oahu,1907050218,1067.09000698717
Oahu,1907050220,1005.02369866023
Oahu,1907050222,799.953745829705
Oahu,1907092200,709.821780657319
Oahu,1907092202,650.246325001466
Oahu,1907092204,666.831508630367
Oahu,1907092206,801.973079065115
Oahu,1907092208,994.691272765336
Oahu,1907092210,1064.06613234531
Oahu,1907092212,1065.63444699007
Oahu,1907092214,1058.59240672242
Oahu,1907092216,1045.55386928363
Oahu,1907092218,1070.00112698136
Oahu,1907092220,980.432935047289
Oahu,1907092222,855.83904938024
Oahu,1907102700,698.269554483171
Oahu,1907102702,638.622345869715
Oahu,1907102704,660.404493713605
Oahu,1907102706,793.618984715577
Oahu,1907102708,993.266464035783
Oahu,1907102710,1054.87150334956
Oahu,1907102712,1054.45123602645
Oahu,1907102714,1021.83439158445
Oahu,1907102716,1004.33692035174
