LOAD_ZONE,TIMEPOINT,ev_bau_mw
Oahu,1907011200,1.04167830078327
Oahu,1907011202,0.75463108612226
Oahu,1907011204,0.758158578324946
Oahu,1907011206,0.916824783468542
Oahu,1907011208,1.40102925226915
Oahu,1907011210,2.40716856177687
Oahu,1907011212,2.75987836872474
Oahu,1907011214,3.36538521464497
Oahu,1907011216,3.62405483840169
Oahu,1907011218,5.83995055481953
Oahu,1907011220,5.41775506347685
Oahu,1907011222,1.35773371947977
Oahu,1907011900,1.04167830078327
Oahu,1907011902,0.75463108612226
Oahu,1907011904,0.758158578324946
Oahu,1907011906,0.916824783468542
Oahu,1907011908,1.40102925226915
Oahu,1907011910,2.40716856177687
Oahu,1907011912,2.75987836872474
Oahu,1907011914,3.36538521464497
Oahu,1907011916,3.62405483840169
Oahu,1907011918,5.83995055481953
Oahu,1907011920,5.41775506347685
Oahu,1907011922,1.35773371947977
Oahu,1907021200,1.04167830078327
Oahu,1907021202,0.75463108612226
Oahu,1907021204,0.758158578324946
Oahu,1907021206,0.916824783468542
Oahu,1907021208,1.40102925226915
Oahu,1907021210,2.40716856177687
Oahu,1907021212,2.75987836872474
Oahu,1907021214,3.36538521464497
Oahu,1907021216,3.62405483840169
Oahu,1907021218,5.83995055481953
Oahu,1907021220,5.41775506347685
Oahu,1907021222,1.35773371947977
Oahu,1907050200,1.04167830078327
Oahu,1907050202,0.75463108612226
Oahu,1907050204,0.758158578324946
Oahu,1907050206,0.916824783468542
Oahu,1907050208,1.40102925226915
Oahu,1907050210,2.40716856177687
Oahu,1907050212,2.75987836872474
Oahu,1907050214,3.36538521464497
Oahu,1907050216,3.62405483840169
Oahu,1907050218,5.83995055481953
Oahu,1907050220,5.41775506347685
Oahu,1907050222,1.35773371947977
Oahu,1907092200,1.04167830078327
Oahu,1907092202,0.75463108612226
Oahu,1907092204,0.758158578324946
Oahu,1907092206,0.916824783468542
Oahu,1907092208,1.40102925226915
Oahu,1907092210,2.40716856177687
Oahu,1907092212,2.75987836872474
Oahu,1907092214,3.36538521464497
Oahu,1907092216,3.62405483840169
Oahu,1907092218,5.83995055481953
Oahu,1907092220,5.41775506347685
Oahu,1907092222,1.35773371947977
Oahu,1907102700,1.04167830078327
Oahu,1907102702,0.75463108612226
Oahu,1907102704,0.758158578324946
Oahu,1907102706,0.916824783468542
Oahu,1907102708,1.40102925226915
Oahu,1907102710,2.40716856177687
Oahu,1907102712,2.75987836872474
Oahu,1907102714,3.36538521464497
Oahu,1907102716,3.62405483840169
Oahu,1907102718,5.83995055481953
Oahu,1907102720,5.41775506347685
Oahu,1907102722,1.35773371947977
Oahu,1907121500,1.04167830078327
Oahu,1907121502,0.75463108612226
Oahu,1907121504,0.758158578324946
Oahu,1907121506,0.916824783468542
Oahu,1907121508,1.40102925226915
Oahu,1907121510,2.40716856177687
Oahu,1907121512,2.75987836872474
Oahu,1907121514,3.36538521464497
Oahu,1907121516,3.62405483840169
Oahu,1907121518,5.83995055481953
Oahu,1907121520,5.41775506347685
Oahu,1907121522,1.35773371947977
Oahu,1908022000,1.04167830078327
Oahu,1908022002,0.75463108612226
