scenario,max_demand_response_share,total_cost,cost_per_kwh,cost_per_kwh_2020,cost_per_kwh_2023,cost_per_kwh_2025,cost_per_kwh_2030,cost_per_kwh_2035,cost_per_kwh_2040,cost_per_kwh_2045,cost_per_kwh_2050,renewable_share_all_years,renewable_share_2020,renewable_share_2023,renewable_share_2025,renewable_share_2030,renewable_share_2035,renewable_share_2040,renewable_share_2045,renewable_share_2050,biofuel_share_all_years,biofuel_share_2020,biofuel_share_2023,biofuel_share_2025,biofuel_share_2030,biofuel_share_2035,biofuel_share_2040,biofuel_share_2045,biofuel_share_2050
,0.1,26751874001.73437,0.1408490139676426,0.1495767589362924,0.15477052873840372,0.15592703242650727,0.14419035224848367,0.14096860571526226,0.13494676545348763,0.12130794138578074,0.1195783261584817,0.7629169834446075,0.30000000000000066,0.3700666124401846,0.4643552399050191,0.7469093791681167,0.8224098219801822,0.8304294965396167,0.9999999999999984,1.000000000000001,0.007461074056252084,0.02840358671370856,4.585825252153567e-05,0.0,0.0,9.762328277482211e-05,0.00014800958928087572,0.02291758682661471,0.010364315623068584
