load_zone,period,Battery,Biodiesel,Biodiesel/Coal/Diesel/LNG/LSFO,Biodiesel/Diesel/LNG,Biodiesel/Diesel/LNG/LSFO,MSW,SUN,WND,hydro,fuel cells
Oahu,2020,38.097,0.0,180.0,0.0,1013.5,73.0,859.699999999999,99.0,0.0,0
Oahu,2023,490.39300000000003,0.0,0.0,48.84,930.6,73.0,1196.2129999999993,123.0,0.0,0
Oahu,2025,670.667,0.0,0.0,48.84,930.6,73.0,1570.621999999999,123.0,0.0,0
Oahu,2030,704.054,0.0,0.0,48.84,844.5,73.0,2942.100874356901,123.0,150.0,0
Oahu,2035,748.943,0.0,0.0,211.74,680.3,73.0,3104.273874356901,323.0,150.0,0
Oahu,2040,826.255570445772,0.0,0.0,211.74,508.9,73.0,3366.7384431980354,323.0,150.0,0
Oahu,2045,1134.2441990344223,8.0,0.0,264.64,208.0,73.0,4918.070352939692,523.0,150.0,0
Oahu,2050,1170.5456418413805,8.0,0.0,215.8,208.0,73.0,4918.070352939692,1210.7712394670193,150.0,0
