PERIOD,EnergyCostReal_per_MWh,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,SystemDemand_MWh
2020,50.014120504339814,3360339534.064275,1187982056.3717525,23752933.05954804
2023,77.80881527067719,2195376351.3162904,1253715708.0848787,16112772.103308845
2025,31.427167339485997,5104921822.274271,1292223122.1328714,41118027.22064884
2030,29.334652841085976,4211190453.245339,1235775038.735813,42126799.50331617
2035,29.140613690992737,3672204387.58706,1249244667.6407964,42869538.743685886
2040,28.595088623816757,3189827255.840207,1257980610.5370078,43992890.77527949
2045,26.757430648379056,2633811006.5218143,1204141472.5717225,45002133.739797935
2050,27.366554171888605,2384203190.8851123,1263636886.0235283,46174497.457248665
