LOAD_ZONE,TIMEPOINT,zone_demand_mw
Oahu,200700,689.876251238513
Oahu,200704,631.096876033639
Oahu,200708,881.79731381451
Oahu,200712,963.532864543002
Oahu,200716,993.118758773845
Oahu,200720,1008.13372917931
Oahu,250700,715.830667326415
Oahu,250704,654.586365070641
Oahu,250708,915.799985215303
Oahu,250712,1000.96313566408
Oahu,250716,1031.78972139191
Oahu,250720,1047.43434814523
Oahu,300700,736.449348581081
Oahu,300704,674.54225379757
Oahu,300708,938.582756267579
Oahu,300712,1024.66755163151
Oahu,300716,1055.82774603677
Oahu,300720,1071.64168064943
Oahu,350700,743.710187257701
Oahu,350704,679.139263294112
Oahu,350708,954.541287374237
Oahu,350712,1044.33026544378
Oahu,350716,1076.83126634955
Oahu,350720,1093.32566611116
Oahu,400700,758.86691314684
Oahu,400704,691.414062557159
Oahu,400708,979.107817610863
Oahu,400712,1072.90425338341
Oahu,400716,1106.85583752596
Oahu,400720,1124.08641460913
Oahu,450700,770.65996666628
Oahu,450704,700.116833424896
Oahu,450708,1000.99098059655
Oahu,450712,1099.0846031555
Oahu,450716,1134.59164404386
Oahu,450720,1152.61162221199
Oahu,500700,777.738976658374
Oahu,500704,701.787438307723
Oahu,500708,1025.72902237989
Oahu,500712,1131.34329259166
Oahu,500716,1169.57258938973
Oahu,500720,1188.97412430924
