load_zone,period,Biodiesel,Coal,Diesel,LNG,LSFO,Motor_Diesel,Motor_Gasoline,Pellet-Biomass,Battery,MSW,SUN,WND,GeneratePumpedHydro
Oahu,2020,222.44357535962388,1386.818352959474,0.0,0.0,4179.562201223658,0,0,0,44.332181689131026,374.92800000000045,1599.0895878637773,184.37447928147273,0.0
Oahu,2021,50.51741742937134,1355.5143103832434,0.0,0.0,4223.984427348634,0,0,0,98.3087797021045,374.92800000000005,1702.9368625868901,262.83146472595683,1.5672191553076488e-11
Oahu,2022,0.0,1322.9848863969337,0.0,0.0,4047.48548292956,0,0,0,305.0593449399556,374.9280000000004,2055.771371769509,262.8314647259569,0.0
Oahu,2023,0.4493567156172978,0,0.44935671561729773,0.0,5133.844690657294,0,0,0,449.27683638944916,374.92800000000005,2377.897654839932,262.8314647259569,0.0
Oahu,2024,0.0,0,0.0,0.0,4756.691534864512,0,0,0,580.8781016829845,374.9280000000004,2842.5424938354718,262.831464725957,0.0
Oahu,2025,0.0,0,0.0,0.0,4484.140553576692,0,0,0,746.9701503948899,374.92800000000005,3248.454553078587,262.8314647259569,0.0
Oahu,2026,0.0,0,0.0,0.0,3822.3708487050735,0,0,0,833.3783080971709,374.9280000000004,3823.277254253578,393.5931071334303,0.0
Oahu,2027,0.7603039787448778,0,1.441603841193296,0.0,3256.317037132225,0,0,0,1055.315078738871,374.92800000000005,4318.317354168636,523.5545719007429,0.0
Oahu,2028,1.5092318381070413,0,1.5092318381070413,0.0,2770.254541196454,0,0,0,1208.1441943573327,374.9280000000004,4727.540869336338,653.9552676418609,0.0
Oahu,2029,1.7093073486095545,0,1.4201189029424302,0.0,2438.2826279073583,0,0,0,1358.3631943679181,374.92800000000005,5027.524451093636,782.8025593427757,0.0
Oahu,2030,0.0,0,2.214099037138923,0.0,1825.9416963727845,0,0,0,1459.9293921807493,374.9280000000004,5618.835839371949,913.0032116531597,388.4575935719771
Oahu,2031,0.0,0,0.0,0.0,1782.5884332282333,0,0,0,1524.5355622432546,374.92800000000005,5724.242660017772,912.2407915839981,378.4106168748808
Oahu,2032,0.09290497495885036,0,0.3831979598281758,0.0,1721.8236925809556,0,0,0,1587.8699399652248,374.92800000000045,5821.760864498655,912.4088685066363,365.98929087066307
Oahu,2033,0.0,0,2.214099037138923,0.0,1703.9157688439252,0,0,0,1642.8470596708253,374.92800000000005,5931.554516025401,912.1631808172672,361.78848883093127
Oahu,2034,0.0,0,2.5043920220082487,0.0,1661.9544215947153,0,0,0,1708.0302125435283,374.92800000000045,6030.970439592616,913.5853917130536,357.19581291613804
Oahu,2035,0.5164475721116932,0,3.0208395941199413,0.0,1630.3668718096774,0,0,0,1779.4241205114142,374.92800000000005,6129.6607886907705,913.021104185213,353.8722497870449
Oahu,2036,0.38150994743618527,0,4.168774046478789,0.0,1603.2251986923902,0,0,0,1808.301023341117,374.92800000000045,6229.3964936542125,913.5518232935447,353.8085956923191
Oahu,2037,0.8067826164296881,0,4.214888531147707,-5.365330677068301e-15,1585.0483903616494,0,0,0,1837.8374371264902,374.92800000000005,6330.851746421777,913.92661431773,361.9468852331209
Oahu,2038,0.9750371556437166,0,0.6949862615584339,0.0,1575.6663525166327,0,0,0,1868.5858923395504,374.92800000000045,6431.701233455632,913.5833029531085,367.7698127441547
Oahu,2039,1.169847491023961,0,7.243909389235791,0.0,1570.749567480645,0,0,0,1891.9066180755424,374.92800000000005,6537.272871258945,913.9266143177299,373.82681959431807
Oahu,2040,2.107411255453363,0,13.53261569655455,0.0,1584.7394311631815,0,0,0,1924.008331529155,374.92800000000045,6646.866424508739,913.9306969898348,381.7902815697262
Oahu,2041,0.8328300931194081,0,7.186942885416521,0.0,1411.2936877755726,0,0,0,2118.610345768444,374.92800000000005,6962.605308664342,889.6705452871738,370.72229948321984
Oahu,2042,0.3716198998354021,0,9.693446436570099,0.0,1242.3038003809859,0,0,0,2255.3317323776073,374.92800000000045,7178.616883979291,960.1616390761448,350.2961293246187
Oahu,2043,0.38868407890947687,0,5.154268673132311,0.0,1142.580611625097,0,0,0,2392.2375227573807,374.92800000000005,7416.372935205956,959.5864720849265,311.54983367805784
Oahu,2044,0.0,0,0.0,0.0,1019.9864481519577,0,0,0,2236.4921701508347,374.92800000000045,7153.131107173084,1461.563981881224,272.94451259035645
Oahu,2045,221.52361100412685,0,0.0,0.0,0.0,0,0,0,2393.4380212464253,374.92800000000005,7604.916207782133,1967.1716023188292,301.464599877388
Oahu,2046,205.46568883782945,0,2.3671687405137063e-14,2.3671687405137063e-14,2.3671687405137063e-14,0,0,0,2188.9187792855278,374.92800000000045,7235.595039228932,2464.619420083831,293.7893197970337
Oahu,2047,178.60652441964064,0,0.0,0.0,0.0,0,0,0,1935.1559702681034,374.92800000000005,6874.192376587994,2958.49476907168,280.4970912305031
Oahu,2048,150.0676656465337,0,0.0,0.0,0.0,0,0,0,1684.6867704282472,374.92800000000045,6531.457440044375,3434.025382293252,264.1347664951113
Oahu,2049,138.27831327388105,0,0.0,0.0,0.0,0,0,0,1532.545667020057,374.92800000000005,6159.952938790341,3918.9473575615184,258.94615484216365
Oahu,2050,142.03590921595463,0,0.0,0.0,0.0,0,0,0,1383.1741276548426,374.92800000000045,5853.526276328521,4308.69809880718,240.4665663477934
