load_zone,period,AES,Airport_DSG,Battery_Bulk,CIP_CT,CentralTrackingPV,DistBattery,FlatDistPV,H-Power,Hawaii_Cogen,IC_Schofield,Kahe_1,Kahe_2,Kahe_3,Kahe_4,Kahe_5,Kahe_6,Kalaeloa_CC1,Kalaeloa_CC2,Kalaeloa_CC3,OffshoreWind,OnshoreWind,SlopedDistPV,Tesoro_Hawaii,Waiau_10,Waiau_3,Waiau_4,Waiau_5,Waiau_6,Waiau_7,Waiau_8,Waiau_9,GeneratePumpedHydro
Oahu,2030,0,0.0,1310.0440449862442,2.214099037138923,4267.391759348916,149.8853471945053,928.182991447952,374.9280000000004,92.74500000000005,0.0,0.0,3.4624291609353506,130.65873808047348,13.139862019488628,141.12494258152995,0.0,631.3345254470416,564.0696786625226,95.92752042078841,0.0,913.0032116531597,423.26108857507256,153.47900000000035,0.0,0,0,0,0,0.0,0.0,0.0,388.4575935719771
Oahu,2031,0,0.0,1375.6081017545682,0.0,4329.52275239546,148.92746048868588,968.4285918212033,374.92800000000005,92.74500000000003,0.0,0.0,2.308286107290234,151.04153567220962,13.13840568603517,94.0157137982126,0.0,665.2773507086627,518.204607977992,92.378533277829,0.0,912.2407915839981,426.29131580109686,153.47900000000016,0.0,0,0,0,0,0,0,0.0,378.4106168748808
Oahu,2032,0,0.0,1423.9792932008647,0.0,4372.542322817798,163.89064676436058,1013.1321852325074,374.92800000000045,92.74500000000003,0.18580994991770072,0.0,0.0,116.3381742590151,0.0,114.62945531495993,16.06543332346866,655.1586240223154,477.29287757909225,96.11512808210222,0.0,912.4088685066363,436.0863564483354,153.47900000000035,0.0,0,0,0,0,0,0,0.2902929848693255,365.98929087066307
Oahu,2033,0,0.0,1455.3917181055415,2.214099037138923,4434.848106648384,187.4553415652834,1061.71123523158,374.92800000000005,92.74500000000003,0.0,0.0,2.308286107290234,126.87349184461256,13.01749656121043,89.40677005970794,0.0,619.5929866452324,516.062613482915,90.43012414295511,0.0,912.1631808172672,434.9951741454196,153.47900000000016,0.0,0,0,0,0,0,0,0.0,361.78848883093127
Oahu,2034,0,0.0,1521.0795131110417,2.214099037138923,4483.659481425267,186.95069943248583,1119.550090094623,374.92800000000045,92.74500000000003,0.0,0.0,1.989174690508966,118.83157504084063,13.01749656121043,92.19400731757187,0.0,727.3410190279078,371.24566712517213,91.1114818314999,0.0,913.5853917130536,427.7608680727071,153.47900000000033,0.2902929848693255,0,0,0,0,0,0,0.0,357.19581291613804
Oahu,2035,0,0.0,1574.2685758329724,2.214099037138923,4525.373326196361,205.15554467844203,1166.7632689642,374.92800000000005,92.74500000000005,1.0328951442233865,0,0,59.35616883279846,14.389535075653368,130.84607757171688,0.0,717.9874313463272,379.06279229711134,82.50086668606838,0.0,913.021104185213,437.52419353019354,153.47900000000013,0.2902929848693255,0,0,0,0,0,0,0.0,353.8722497870449
Oahu,2036,0,0.0,1585.4738498634476,3.1178129298486934,4609.424405270542,222.82717347766857,1190.1872996345703,374.92800000000045,92.74500000000003,0.7630198948723707,0,0,63.80127855630812,14.389535075653368,110.91032386443962,0.0,613.9675052803315,468.11274451319053,85.81981140247288,0.0,913.5518232935447,429.7847887490781,153.47900000000033,0.0,0,0,0,0,0,0,0.6694511691884456,353.8085956923191
Oahu,2037,0,0.0,1604.4570036660684,3.1178129298486934,4615.994522590949,233.3804334604202,1275.2953687124814,374.92800000000005,92.74500000000005,1.6135652328593868,0,0,53.052227624410236,14.389535075653326,119.09777454289916,0.0,651.6680751153008,426.2366574965613,74.3801205068221,0.0,913.92661431773,439.5618551183223,153.47900000000016,0.2902929848693255,0,0,0,0,0,0,0.0,361.9468852331209
Oahu,2038,0,0.570343878954608,1624.5709879785895,0.0,4698.503764460028,244.0149043609604,1259.3914048666018,374.92800000000045,92.74500000000003,0.8093865533782169,0,0,50.836742570128635,14.389535075653368,105.77179597799318,7.699642365887208,624.2980113670645,452.1178184319122,74.32880672799264,0.0,913.5833029531085,473.80606412898214,153.47900000000033,0.2902929848693255,0,0,0,0,0,0,0.0,367.7698127441547
Oahu,2039,0,0.570343878954608,1621.7231502125549,6.354112792297112,4779.432860088144,270.1834678629875,1247.709322189414,374.92800000000005,92.74500000000006,1.1990072241387055,0,0,0,0,150.20490681181312,30.37201650618982,707.9474929723502,360.3559147180192,75.64523647227045,0.0,913.9266143177299,510.13068898136487,153.47900000000013,0.2902929848693255,0,0,0,0,0,0,0.0,373.82681959431807
Oahu,2040,0,0.0,1650.9908983368875,8.568211829436034,4832.265123655217,273.01743319226784,1243.2596310162232,374.92800000000045,92.74500000000003,4.214822510906726,0,0,0,0,147.2369691806274,22.672374140302612,694.9887755633332,389.8718129298489,83.74549934906746,0.0,913.9306969898348,571.3416698372774,153.47900000000033,2.856992611665153,0,0,0,0,0,0,0.0,381.7902815697262
Oahu,2041,0,0.0,1826.964481479168,6.354112792297112,5195.852321671465,291.645864289275,1218.1231889299409,374.92800000000005,92.74500000000006,1.6656601862388158,0,0,0,0,85.5852955306225,22.672374140302612,670.2263553747895,329.9798007843376,56.60586194551624,0.0,889.6705452871738,548.6297980629355,153.47900000000016,0.0,0,0,0,0,0,0,0.0,370.72229948321984
Oahu,2042,0,0.0,1966.609385341494,9.321826536734697,5470.103704900895,288.722347036111,1118.8090853808421,374.92800000000045,92.74500000000003,0.7432397996708042,0,0,0,0,49.431842286180306,22.672374140302612,643.9112104539191,239.9209766162312,40.143396884350004,0.0,960.1616390761448,589.7040936975379,153.47900000000033,0.0,0,0,0,0,0,0,0.0,350.2961293246187
Oahu,2043,0,0.0,2074.833380081448,4.765584594222834,5751.28834946192,317.40414267593354,1036.6485248264191,374.92800000000005,92.74500000000006,0.7773681578189537,0,0,0,0,33.08402870902177,21.932051391972692,693.8404127655848,121.63988995873461,25.860228799783652,0.0,959.5864720849265,628.4360609176317,153.47900000000016,0.0,0,0,0,0,0,0,0.0,311.54983367805784
Oahu,2044,0,0.0,1942.1607345839093,0.0,5528.158219275242,294.3314355669275,1072.3908201639404,374.92800000000045,92.74500000000002,0.0,0,0,0,0,22.65550481430537,22.419620346983866,668.0253094910581,49.162035763411325,11.499977736198826,504.19289439038164,957.371087490837,552.5820677339218,153.47900000000033,0.0,0,0,0,0,0,0,0.0,272.94451259035645
Oahu,2045,0,1.3495460797799173,2122.49506480227,19.06233837689134,5903.360843464848,270.9429564441549,1000.3602785877379,374.92800000000005,0,20.96525859697397,0,0,0,0,0,0,89.73878954607983,66.15185694635497,6.914154332874916,1008.94629159975,958.2253107190738,701.1950857295461,0,8.417793672627235,0,0,0,0,0,0,8.92387345254471,301.464599877388
Oahu,2046,0,0.7872352132049518,1926.132266498106,19.06233837689134,5622.748455344332,262.7865127874209,1004.0823444198888,374.92800000000045,0,20.916217056396185,0,0,0,0,0,0,100.40261348005517,40.667125171939524,6.288492414170431,1510.1702438765526,954.4491762072754,608.7642394647161,0,8.417793672627235,0,0,0,0,0,0,8.923873452544711,293.7893197970337
Oahu,2047,0,1.124621733149931,1660.612098302787,19.06233837689134,5222.703793768933,274.54387196531576,999.2184808274236,374.92800000000005,0,39.52748170563962,0,0,0,0,0,0,27.924759284731813,70.48968363136183,4.62328480478496,2000.485764895219,958.009004176459,652.2701019916424,0,8.417793672627235,0,0,0,0,0,0,7.436561210453923,280.4970912305031
Oahu,2048,0,0.8996973865199449,1414.571879635634,19.06233837689134,4912.9467034810705,270.1148907926128,975.8764554568957,374.92800000000045,0,21.00612654745531,0,0,0,0,0,0,32.172214580467724,53.499862448418206,7.565138823975158,2487.6895672915844,946.3358150016663,642.6342811064184,0,9.169382393397521,0,0,0,0,0,0,6.692905089408531,264.1347664951113
Oahu,2049,0,1.5825034387895454,1223.093275942429,19.06233837689134,4440.867131295708,309.45239107762734,1059.9904123673693,374.92800000000005,0,33.544413755158196,0,0,0,0,0,0,53.409491059147236,15.182393397524075,4.679717950634796,2976.8765755687577,942.0707819927628,659.0953951272637,0,5.611862448418157,0,0,0,0,0,0,5.205592847317751,258.94615484216365
Oahu,2050,0,1.3495460797799173,1120.6015149490288,25.529917469050893,4373.235169218661,262.5726127058132,886.2274391709955,374.92800000000045,0,0.0,0,0,0,0,0,0,57.7473177441541,28.015130674002755,4.723411279229712,3379.412381241457,929.2857175657183,594.0636679388815,0,11.975313617606599,0,0,0,0,0,0,12.695272352130587,240.4665663477934
