GENERATION_PROJECT,timepoint,gen_max_capacity_factor
Oahu_CentralTrackingPV_PV_01,250700,0.0
Oahu_CentralTrackingPV_PV_01,250704,0.0
Oahu_CentralTrackingPV_PV_01,250708,0.718061
Oahu_CentralTrackingPV_PV_01,250712,0.515602
Oahu_CentralTrackingPV_PV_01,250716,0.806718
Oahu_CentralTrackingPV_PV_01,250720,0.0
Oahu_CentralTrackingPV_PV_01,450700,0.0
Oahu_CentralTrackingPV_PV_01,450704,0.0
Oahu_CentralTrackingPV_PV_01,450708,0.718061
Oahu_CentralTrackingPV_PV_01,450712,0.515602
Oahu_CentralTrackingPV_PV_01,450716,0.806718
Oahu_CentralTrackingPV_PV_01,450720,0.0
Oahu_CentralTrackingPV_PV_02,250700,0.0
Oahu_CentralTrackingPV_PV_02,250704,0.0
Oahu_CentralTrackingPV_PV_02,250708,0.814633
Oahu_CentralTrackingPV_PV_02,250712,0.601497
Oahu_CentralTrackingPV_PV_02,250716,0.865776
Oahu_CentralTrackingPV_PV_02,250720,0.0
Oahu_CentralTrackingPV_PV_02,450700,0.0
Oahu_CentralTrackingPV_PV_02,450704,0.0
Oahu_CentralTrackingPV_PV_02,450708,0.814633
Oahu_CentralTrackingPV_PV_02,450712,0.601497
Oahu_CentralTrackingPV_PV_02,450716,0.865776
Oahu_CentralTrackingPV_PV_02,450720,0.0
Oahu_CentralTrackingPV_PV_03,250700,0.0
Oahu_CentralTrackingPV_PV_03,250704,0.0
Oahu_CentralTrackingPV_PV_03,250708,0.823535
Oahu_CentralTrackingPV_PV_03,250712,0.646995
Oahu_CentralTrackingPV_PV_03,250716,0.659751
Oahu_CentralTrackingPV_PV_03,250720,0.0
Oahu_CentralTrackingPV_PV_03,450700,0.0
Oahu_CentralTrackingPV_PV_03,450704,0.0
Oahu_CentralTrackingPV_PV_03,450708,0.823535
Oahu_CentralTrackingPV_PV_03,450712,0.646995
Oahu_CentralTrackingPV_PV_03,450716,0.659751
Oahu_CentralTrackingPV_PV_03,450720,0.0
Oahu_CentralTrackingPV_PV_04,250700,0.0
Oahu_CentralTrackingPV_PV_04,250704,0.0
Oahu_CentralTrackingPV_PV_04,250708,0.817689
Oahu_CentralTrackingPV_PV_04,250712,0.427099
Oahu_CentralTrackingPV_PV_04,250716,0.868842
Oahu_CentralTrackingPV_PV_04,250720,0.0
Oahu_CentralTrackingPV_PV_04,450700,0.0
Oahu_CentralTrackingPV_PV_04,450704,0.0
Oahu_CentralTrackingPV_PV_04,450708,0.817689
Oahu_CentralTrackingPV_PV_04,450712,0.427099
Oahu_CentralTrackingPV_PV_04,450716,0.868842
Oahu_CentralTrackingPV_PV_04,450720,0.0
Oahu_CentralTrackingPV_PV_05,250700,0.0
Oahu_CentralTrackingPV_PV_05,250704,0.0
Oahu_CentralTrackingPV_PV_05,250708,0.810406
Oahu_CentralTrackingPV_PV_05,250712,0.492603
Oahu_CentralTrackingPV_PV_05,250716,0.860489
